YEARCOM,NUTS3,CITY,TIME,NRVIC_cat,NRPERP,CRIMESCENE,MODUS,TYPEHOM,RELAT,PROCESS,TYPE,PRINCIPAL,GENDER_vic,GENDER_perp,AGE_vic,AGE_perp,BIRTHCOUNTRY_vic,BIRTHCOUNTRY_perp,SUICIDE
2019,Zuidoost-Noord-Brabant,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Missing,Other non-European,Missing
2011,Zuidoost-Friesland,Urban,Night (12-6),Multiple,Single,"Street, road, public transportation or other public place",Firearm,Partner killing,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Other non-European,No
2012,Groot-Rijnmond,Urban,Missing,Single,Missing,Private home,"Hitting, kicking or other similar physical violence without weapon,",Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,Missing,40to64,Netherlands,Netherlands,Yes
2011,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Missing,40to64,Missing,Netherlands,Other non-European,Yes
2012,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Blunt object,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,<=6,40to64,Missing,Netherlands,Missing
2017,Missing,Rural,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Netherlands,Netherlands,No
2017,Groot-Rijnmond,Urban,Missing,Single,Multiple,"Park, forest or recreational area",Blunt object,Other,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,>=65,25to39,Missing,Missing,No
2014,Overig Zeeland,Rural,Night (12-6),Single,Single,Other,Motor vehicle,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,18to24,40to64,Missing,Netherlands,No
2013,Noord-Limburg,Urban,Missing,Single,Single,Other,Knife or other sharp object/weapon,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Missing,No
2014,Noordoost-Noord-Brabant,Urban,Missing,Single,Single,Private home,Missing,Killing by mentally disturbed person (non-family),Other,Solved,Victim,"Yes, principal victim",Female,Male,7to17,18to24,Missing,Netherlands,No
2020,Flevoland,Urban,Morning (6-12),Single,Multiple,Private home,Knife or other sharp object/weapon,Robbery killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Other non-European,Missing
2018,Twente,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Killing by mentally disturbed person (non-family),Other relative,Solved,Victim,"Yes, principal victim",Male,Male,18to24,Missing,Missing,Missing,No
2011,Zuidoost-Zuid-Holland,Urban,Missing,Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Other familial killing,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Missing,<=6,25to39,Missing,Netherlands,Missing
2020,Twente,Rural,Evening (6-12),Single,Single,Private home,Firearm,Criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Other non-European,Missing,Missing
2017,Midden-Noord-Brabant,Urban,Missing,Single,Multiple,Private home,Missing,Other in non-criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Female,Female,40to64,40to64,Other non-European,Netherlands,No
2017,Midden-Noord-Brabant,Urban,Missing,Single,Single,Private home,Hanging/Strangulation/Suffocation,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Missing,No
2012,Utrecht,Rural,Morning (6-12),Single,Single,Private home,Firearm,Missing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Missing,40to64,40to64,Missing,Netherlands,No
2011,Kop van Noord-Holland,Rural,Afternoon (12-6,Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Partner killing,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Female,25to39,40to64,Missing,Missing,No
2015,Groot-Amsterdam,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Firearm,Other,Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,25to39,Missing,Missing,No
2011,Utrecht,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Blunt object,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Netherlands,No
2011,Agglomeratie ’s-Gravenhage,Urban,Afternoon (12-6,Multiple,Multiple,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Netherlands,No
2013,Arnhem/Nijmegen,Urban,Missing,Single,Single,Private home,Blunt object,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Other Europe,Netherlands,No
2016,Noord-Friesland,Urban,Night (12-6),Single,Single,Private home,Hanging/Strangulation/Suffocation,Missing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,No,Male,Male,25to39,40to64,Other non-European,Missing,No
2018,Agglomeratie Leiden en Bollenstreek,Urban,Missing,Single,Multiple,Private home,Knife or other sharp object/weapon,Missing,Other,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Netherlands,Netherlands,No
2015,Groot-Rijnmond,Urban,Morning (6-12),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Male,Female,25to39,40to64,Missing,Missing,No
2014,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,Private home,Firearm,Partner killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,No,Male,Missing,25to39,Missing,Missing,Other non-European,No
2019,Flevoland,Missing,Morning (6-12),Multiple,Single,Private home,Knife or other sharp object/weapon,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,18to24,25to39,Missing,Missing,No
2012,Oost-Groningen,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Missing,Missing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Netherlands,Missing
2016,Groot-Amsterdam,Urban,Evening (6-12),Single,Multiple,Private home,Missing,Partner killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Other Europe,Netherlands,Missing
2012,Zuid-Limburg,Urban,Evening (6-12),Single,Single,Other,Other,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Netherlands,Missing,No
2016,Utrecht,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Netherlands,No
2019,Midden-Noord-Brabant,Urban,Afternoon (12-6,Single,Single,"Park, forest or recreational area",Firearm,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,>=65,25to39,Netherlands,Missing,No
2016,Zuidoost-Noord-Brabant,Urban,Missing,Single,Missing,Other,Firearm,Other,(Step)Child,Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Missing,Missing,Suicide attempt only
2016,Groot-Amsterdam,Urban,Morning (6-12),Single,Single,Other,Firearm,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Female,Female,25to39,40to64,Netherlands,Missing,No
2016,Zuid-Limburg,Rural,Morning (6-12),Single,Single,Private home,Firearm,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,>=65,18to24,Missing,Netherlands,No
2011,West-Noord-Brabant,Urban,Morning (6-12),Single,Multiple,"Street, road, public transportation or other public place",Smoke or fire,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Netherlands,Netherlands,No
2013,Groot-Rijnmond,Urban,Afternoon (12-6,Single,Single,Private home,Missing,Criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,<=6,18to24,Netherlands,Missing,No
2014,Zuid-Limburg,Urban,Evening (6-12),Single,Single,Private home,Blunt object,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Missing,No
2019,Het Gooi en Vechtstreek,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Missing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,25to39,Missing,Other Europe,Missing,Missing
2016,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,Other,Motor vehicle,Other,Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,25to39,Missing,Missing,No
2017,Oost-Zuid-Holland,Urban,Missing,Single,Missing,Private home,Other,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,Missing,Missing,Missing,No
2012,Zuid-Limburg,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Other,Partner,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Other non-European,No
2019,Kop van Noord-Holland,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,Missing,Missing,Other Europe,Other non-European,No
2017,Zeeuwsch-Vlaanderen,Rural,Evening (6-12),Single,Multiple,Private home,Motor vehicle,Criminal milieu,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Male,7to17,18to24,Missing,Missing,No
2017,Groot-Rijnmond,Rural,Afternoon (12-6,Single,Multiple,"Street, road, public transportation or other public place",Missing,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Male,Male,>=65,25to39,Missing,Netherlands,Missing
2011,Noord-Limburg,Urban,Morning (6-12),Single,Multiple,"Street, road, public transportation or other public place",Firearm,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,>=65,40to64,Netherlands,Netherlands,No
2018,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,Private home,Firearm,Partner killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Other Europe,Netherlands,No
2011,Groot-Rijnmond,Urban,Missing,Single,Single,Other,Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,40to64,Missing,Missing,Yes
2017,Noordoost-Noord-Brabant,Urban,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Other non-European,Netherlands,No
2012,Utrecht,Urban,Evening (6-12),Multiple,Single,Other,Knife or other sharp object/weapon,Child killing (family and non-family),(Step)Child,Unsolved,Victim,"Yes, principal victim",Female,Female,<=6,Missing,Other Europe,Other Europe,Missing
2014,Groot-Rijnmond,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Nightlife violence,Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Other non-European,Missing
2011,Groot-Rijnmond,Urban,Morning (6-12),Single,Single,Private home,Firearm,Missing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Netherlands,Netherlands,No
2013,Midden-Limburg,Missing,Night (12-6),Single,Multiple,Other,Missing,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Netherlands,Missing
2020,Achterhoek,Rural,Afternoon (12-6,Single,Multiple,Private home,Hanging/Strangulation/Suffocation,Missing,Other,Solved,Victim,"Yes, principal victim",Female,Male,>=65,18to24,Missing,Missing,No
2017,Groot-Rijnmond,Urban,Night (12-6),Single,Single,Other,Hanging/Strangulation/Suffocation,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,18to24,Missing,Missing,No
2019,Zuid-Limburg,Urban,Night (12-6),Single,Single,Private home,Firearm,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,>=65,18to24,Other Europe,Missing,No
2020,Noord-Drenthe,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Netherlands,Missing,Missing
2013,Groot-Rijnmond,Rural,Missing,Single,Single,Private home,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Missing,Missing,Missing,40to64,Netherlands,Missing,Suicide attempt only
2011,Agglomeratie Haarlem,Urban,Morning (6-12),Single,Multiple,Private home,Knife or other sharp object/weapon,Partner killing,Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,18to24,40to64,Netherlands,Missing,No
2012,Utrecht,Urban,Evening (6-12),Single,Multiple,Other,Blunt object,Partner killing,Other relative,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Missing,No
2011,Utrecht,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Other,Solved,Victim,"Yes, principal victim",Female,Missing,40to64,7to17,Other Europe,Missing,No
2020,Zuid-Limburg,Rural,Afternoon (12-6,Single,Multiple,Private home,Firearm,Robbery killing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Male,Male,>=65,18to24,Other non-European,Other non-European,No
2011,Groot-Amsterdam,Rural,Missing,Single,Multiple,Private home,Knife or other sharp object/weapon,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Netherlands,Netherlands,No
2013,Kop van Noord-Holland,Rural,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Missing,Partner killing,Missing,Solved,Victim,No,Female,Male,25to39,18to24,Missing,Netherlands,No
2012,Utrecht,Urban,Morning (6-12),Single,Missing,Private home,Firearm,Other,Partner,Solved,Victim,"Yes, principal victim",Female,Male,18to24,40to64,Netherlands,Other non-European,Missing
2019,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,Private home,Missing,Missing,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Male,Male,<=6,40to64,Other non-European,Missing,No
2013,West-Noord-Brabant,Urban,Missing,Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Robbery killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Netherlands,Netherlands,No
2017,Agglomeratie Leiden en Bollenstreek,Rural,Evening (6-12),Single,Multiple,Private home,Firearm,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Missing,Netherlands,No
2019,Veluwe,Urban,Afternoon (12-6,Single,Single,Private home,Smoke or fire,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,<=6,Missing,Missing,Netherlands,Yes
2011,Twente,Urban,Evening (6-12),Multiple,Missing,Other,Firearm,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,18to24,25to39,Other Europe,Netherlands,No
2017,Noord-Friesland,Urban,Evening (6-12),Multiple,Multiple,"Shop, restaurant or other place of entertainment and amusement",Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Other Europe,Missing,Missing
2019,Veluwe,Urban,Night (12-6),Single,Single,Private home,Firearm,Other,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Missing,No
2019,Groot-Amsterdam,Urban,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Firearm,Other in non-criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,18to24,7to17,Other Europe,Other Europe,Suicide attempt only
2017,Noordoost-Noord-Brabant,Urban,Evening (6-12),Single,Missing,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Other Europe,Missing,No
2015,Midden-Noord-Brabant,Rural,Night (12-6),Single,Single,Missing,Knife or other sharp object/weapon,Missing,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Missing,Missing,Missing
2017,Groot-Amsterdam,Rural,Afternoon (12-6,Single,Single,Private home,Missing,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Netherlands,Missing
2012,Groot-Amsterdam,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,Missing,18to24,Missing,Missing,No
2019,Utrecht,Urban,Missing,Multiple,Single,Missing,Knife or other sharp object/weapon,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,18to24,25to39,Netherlands,Netherlands,No
2012,Agglomeratie ’s-Gravenhage,Urban,Night (12-6),Single,Multiple,Private home,Firearm,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,18to24,25to39,Missing,Other non-European,No
2015,Agglomeratie Leiden en Bollenstreek,Urban,Missing,Multiple,Single,Missing,"Hitting, kicking or other similar physical violence without weapon,",Partner killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,>=65,Netherlands,Netherlands,No
2011,West-Noord-Brabant,Urban,Evening (6-12),Single,Single,Private home,Firearm,Missing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Netherlands,Netherlands,No
2014,Groot-Rijnmond,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Netherlands,No
2019,Utrecht,Urban,Night (12-6),Single,Multiple,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Missing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Missing,Missing
2014,Agglomeratie ’s-Gravenhage,Urban,Missing,Multiple,Single,"Street, road, public transportation or other public place",Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Missing,No
2012,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,Other,Firearm,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Other Europe,No
2017,Groot-Rijnmond,Urban,Afternoon (12-6,Single,Multiple,Private home,Missing,Other,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Missing,No
2019,Agglomeratie ’s-Gravenhage,Urban,Missing,Single,Single,Private home,Missing,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Other Europe,Missing,Missing
2014,Noordoost-Noord-Brabant,Urban,Missing,Single,Missing,Private home,Knife or other sharp object/weapon,Killing by mentally disturbed person (non-family),The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,25to39,Missing,Netherlands,Missing,Missing
2011,Utrecht,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Partner killing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Missing,No
2016,Groot-Rijnmond,Urban,Afternoon (12-6,Multiple,Single,Other,Blunt object,Other in non-criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Missing,18to24,40to64,Netherlands,Netherlands,Yes
2020,West-Noord-Brabant,Urban,Evening (6-12),Single,Multiple,Other,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Netherlands,Netherlands,No
2014,Achterhoek,Urban,Missing,Single,Single,Private home,Hanging/Strangulation/Suffocation,Missing,Other,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Netherlands,Netherlands,No
2017,Noordoost-Noord-Brabant,Rural,Evening (6-12),Single,Single,Private home,Firearm,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Missing,Other non-European,No
2020,Utrecht,Urban,Missing,Single,Multiple,Private home,"Hitting, kicking or other similar physical violence without weapon,",Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,<=6,18to24,Netherlands,Missing,No
2016,Agglomeratie ’s-Gravenhage,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Firearm,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,18to24,40to64,Missing,Other non-European,No
2015,Noordoost-Noord-Brabant,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Firearm,Other familial killing,Other,Solved,Victim,"Yes, principal victim",Male,Female,18to24,25to39,Missing,Missing,No
2011,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,Private home,Blunt object,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Netherlands,Missing,No
2019,Utrecht,Urban,Evening (6-12),Single,Single,Private home,Blunt object,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Missing,Missing
2020,Flevoland,Urban,Evening (6-12),Single,Single,"Shop, restaurant or other place of entertainment and amusement",Knife or other sharp object/weapon,Other in non-criminal milieu,Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Missing,No
2015,Groot-Amsterdam,Urban,Evening (6-12),Multiple,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Missing,Other non-European,Missing
2014,Noordoost-Noord-Brabant,Rural,Evening (6-12),Single,Single,Private home,Firearm,Criminal milieu,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Netherlands,Netherlands,Yes
2020,Agglomeratie ’s-Gravenhage,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Missing,25to39,25to39,Missing,Missing,Missing
2013,Noord-Friesland,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Missing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,>=65,25to39,Other non-European,Missing,No
2019,Noord-Drenthe,Missing,Missing,Single,Single,Private home,Firearm,Other familial killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,18to24,40to64,Missing,Missing,Missing
2017,Noord-Overijssel,Urban,Evening (6-12),Single,Missing,Private home,Hanging/Strangulation/Suffocation,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Other non-European,Missing,Yes
2013,Veluwe,Urban,Afternoon (12-6,Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Missing,No
2012,Arnhem/Nijmegen,Urban,Missing,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Missing,Missing,Solved,Victim,"Yes, principal victim",Male,Female,40to64,40to64,Other non-European,Missing,Missing
2011,Agglomeratie ’s-Gravenhage,Urban,Morning (6-12),Single,Single,Other,Firearm,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Other Europe,Missing,Missing
2011,Noordoost-Noord-Brabant,Urban,Evening (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,>=65,40to64,Netherlands,Missing,Missing
2013,Groot-Amsterdam,Urban,Missing,Single,Single,Other,Missing,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Missing,No
2011,Arnhem/Nijmegen,Urban,Missing,Single,Missing,Private home,Firearm,Robbery killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Missing,Missing,No
2017,Utrecht,Urban,Afternoon (12-6,Single,Missing,Other,Knife or other sharp object/weapon,Other,(Step)Child,Unsolved,Victim,"Yes, principal victim",Male,Male,Missing,25to39,Other non-European,Missing,Missing
2017,Agglomeratie ’s-Gravenhage,Urban,Missing,Single,Multiple,Private home,Firearm,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Netherlands,Netherlands,Missing
2011,Groot-Amsterdam,Urban,Missing,Single,Single,Private home,Blunt object,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Netherlands,No
2012,Twente,Rural,Afternoon (12-6,Single,Single,Private home,Firearm,Partner killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Netherlands,Netherlands,No
2011,Zaanstreek,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Other,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Other Europe,Missing,No
2019,Groot-Rijnmond,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Firearm,Other,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,18to24,25to39,Netherlands,Netherlands,No
2011,Noord-Drenthe,Rural,Afternoon (12-6,Single,Single,Private home,Firearm,Killing by mentally disturbed person (non-family),The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Netherlands,Netherlands,No
2019,Utrecht,Urban,Missing,Single,Single,Private home,Missing,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,40to64,18to24,Other non-European,Other Europe,Missing
2013,West-Noord-Brabant,Urban,Evening (6-12),Single,Single,Other,Knife or other sharp object/weapon,Killing by mentally disturbed person (non-family),(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Netherlands,Missing,No
2019,Groot-Amsterdam,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Robbery killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Other non-European,Missing,No
2014,Zuidoost-Noord-Brabant,Urban,Missing,Single,Single,Private home,Firearm,Killing by mentally disturbed person (non-family),The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,<=6,25to39,Netherlands,Netherlands,No
2014,Zuid-Limburg,Urban,Night (12-6),Single,Missing,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Netherlands,Netherlands,No
2011,Groot-Rijnmond,Urban,Night (12-6),Single,Multiple,Private home,Hanging/Strangulation/Suffocation,Other familial killing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Netherlands,No
2019,Flevoland,Rural,Evening (6-12),Multiple,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Netherlands,Netherlands,No
